Series_reference,Period,Data_value,STATUS,UNITS,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
CEPQ.S2442,2021.09,1204,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Machine-tools and parts and accessories thereof,,,,
CEPQ.S2442,2021.12,1219,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Machine-tools and parts and accessories thereof,,,,
CEPQ.S2442,2022.03,1216,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Machine-tools and parts and accessories thereof,,,,
CEPQ.S2442,2022.06,1270,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Machine-tools and parts and accessories thereof,,,,
CEPQ.S2442,2022.09,1285,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)",Machine-tools and parts and accessories thereof,,,,
CEPQ.S2444,1996.12,926,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,1997.03,910,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,1997.06,931,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,1997.09,919,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,1997.12,920,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,1998.03,960,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,1998.06,976,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,1998.09,999,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,1998.12,1005,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,1999.03,997,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,1999.06,1000,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,1999.09,1000,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,1999.12,1007,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2000.03,1031,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2000.06,1043,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2000.09,1094,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2000.12,1176,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2001.03,1144,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2001.06,1145,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2001.09,1149,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2001.12,1150,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2002.03,1137,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2002.06,1137,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2002.09,1124,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2002.12,1098,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2003.03,1057,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2003.06,1044,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2003.09,1015,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2003.12,1007,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2004.03,983,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2004.06,991,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2004.09,987,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2004.12,987,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2005.03,993,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2005.06,1006,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2005.09,1008,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2005.12,1022,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2006.03,1013,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2006.06,1033,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2006.09,1050,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2006.12,1050,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2007.03,1049,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2007.06,1041,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2007.09,1037,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2007.12,1038,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2008.03,1035,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2008.06,1035,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2008.09,1044,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2008.12,1167,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2009.03,1301,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2009.06,1283,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2009.09,1239,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2009.12,1210,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2010.03,1195,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2010.06,1194,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2010.09,1194,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2010.12,1198,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2011.03,1215,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2011.06,1204,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2011.09,1198,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2011.12,1203,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2012.03,1202,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2012.06,1196,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2012.09,1200,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2012.12,1194,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2013.03,1194,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2013.06,1181,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2013.09,1182,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2013.12,1172,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2014.03,1171,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2014.06,1173,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2014.09,1175,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2014.12,1175,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2015.03,1172,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2015.06,1169,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2015.09,1175,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2015.12,1181,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2016.03,1188,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2016.06,1182,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2016.09,1187,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2016.12,1185,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2017.03,1181,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2017.06,1179,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2017.09,1187,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2017.12,1187,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2018.03,1191,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2018.06,1193,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2018.09,1194,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2018.12,1192,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2019.03,1194,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2019.06,1201,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2019.09,1201,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2019.12,1192,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2020.03,1192,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2020.06,1190,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2020.09,1189,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2020.12,1189,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2021.03,1192,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2021.06,1193,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2021.09,1194,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2021.12,1200,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2022.03,1215,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2022.06,1221,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2444,2022.09,1220,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for mining, quarrying and construction and parts thereof",,,,
CEPQ.S2445,1996.12,931,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for food , beverage and tobacco processing and parts thereof",,,,
CEPQ.S2445,1997.03,928,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for food , beverage and tobacco processing and parts thereof",,,,
CEPQ.S2445,1997.06,928,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for food , beverage and tobacco processing and parts thereof",,,,
CEPQ.S2445,1997.09,931,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for food , beverage and tobacco processing and parts thereof",,,,
CEPQ.S2445,1997.12,935,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for food , beverage and tobacco processing and parts thereof",,,,
CEPQ.S2445,1998.03,941,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for food , beverage and tobacco processing and parts thereof",,,,
CEPQ.S2445,1998.06,976,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for food , beverage and tobacco processing and parts thereof",,,,
CEPQ.S2445,1998.09,1016,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for food , beverage and tobacco processing and parts thereof",,,,
CEPQ.S2445,1998.12,998,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for food , beverage and tobacco processing and parts thereof",,,,
CEPQ.S2445,1999.03,1004,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for food , beverage and tobacco processing and parts thereof",,,,
CEPQ.S2445,1999.06,1005,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for food , beverage and tobacco processing and parts thereof",,,,
CEPQ.S2445,1999.09,1000,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for food , beverage and tobacco processing and parts thereof",,,,
CEPQ.S2445,1999.12,1007,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for food , beverage and tobacco processing and parts thereof",,,,
CEPQ.S2445,2000.03,1012,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for food , beverage and tobacco processing and parts thereof",,,,
CEPQ.S2445,2000.06,1016,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for food , beverage and tobacco processing and parts thereof",,,,
CEPQ.S2445,2000.09,1045,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for food , beverage and tobacco processing and parts thereof",,,,
CEPQ.S2445,2000.12,1064,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for food , beverage and tobacco processing and parts thereof",,,,
CEPQ.S2445,2001.03,1074,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for food , beverage and tobacco processing and parts thereof",,,,
CEPQ.S2445,2001.06,1102,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for food , beverage and tobacco processing and parts thereof",,,,
CEPQ.S2445,2001.09,1133,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for food , beverage and tobacco processing and parts thereof",,,,
CEPQ.S2445,2001.12,1152,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for food , beverage and tobacco processing and parts thereof",,,,
CEPQ.S2445,2002.03,1163,FINAL,Index,Capital Goods Price Index - CEP,"Price Index by Item - Plant, Machinery and Equipment (Base: Sept 1999 = 1000)","Machinery for food , beverage and tobacco processing and parts thereof",,,,
